Incident Id;Primary Charge;Street;City;State;Zipcode;Date of Arrest;Time of Arrest;Age;Race;Gender;Ethnicity;Type of Arrest;Drugs or Alcohol Present;Weapon Present;Disposition;latitude_longitude
30850;DRUGS-MISD POSS;E. FRANKLIN @ COLUMBIA;CHAPEL HILL;NC;27514;2013-09-03;2:41 PM;34;W;M;N;ON VIEW;U;UNARMED;CLEARED BY ARREST;35.913159,-79.0557795
30847;POSSESSION MARIJUANA;101 S COLUMBIA ST;CHAPEL HILL;NC;27514;2013-09-03;12:16 PM;26;B;M;N;TAKEN INTO CUSTODY (WARRANT/LP);U;UNARMED;CLEARED BY ARREST;35.912347552,-79.055278672
30845;SIMPLE ASSAULT;710 WEAVER DAIRY RD;CHAPEL HILL;NC;27514;2013-09-03;7:59 AM;;;;;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED;CLEARED BY ARREST;35.962574738,-79.037878308
30851;BREAKING/LARC-FELONY;205 ASHLEY FOREST RD;CHAPEL HILL;NC;27514;2013-09-03;2:22 PM;22;B;M;N;ON VIEW;U;UNARMED;CLEARED BY ARREST;35.944393378,-79.056163907
30846;DRUG PARAPHERNALIA  M;100 E FRANKLIN ST;CHAPEL HILL;NC;27278;2013-09-03;2:30 PM;24;B;M;;SUMMONED/CITED;Y;UNARMED;CLEARED BY ARREST;35.912862,-79.0553025
30844;RESISTING ARREST  M;102 GLADE ST;CHAPEL HILL;NC;27516;2013-09-03;2:38 AM;22;B;M;N;ON VIEW;U;UNARMED;CLEARED BY ARREST;35.885673681,-79.072235335
30848;WARRANT FOR ARREST;101 S COLUMBIA ST;CHAPEL HILL;NC;27516;2013-09-03;12:26 PM;31;B;M;N;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED;CLEARED BY ARREST;35.912347552,-79.055278672
30838;POSSESSION MARIJUANA;127 E FRANKLIN ST;CHAPEL HILL;NC;27514;2013-09-02;3:57 AM;23;B;M;N;TAKEN INTO CUSTODY (WARRANT/LP);Y;UNARMED;CLEARED BY ARREST;35.913560552,-79.054784832
30841;FAIL TO APPEAR/COMPL;110 N GRAHAM ST;CHAPEL HILL;NC;27514;2013-09-02;2:24 PM;58;B;M;N;TAKEN INTO CUSTODY (WARRANT/LP);Y;UNARMED;ARREST/NO INVESTIGATION;35.910657104,-79.064639949
30843;OPEN CONTAINER;150 E FRANKLIN ST;CHAPEL HILL;NC;27514;2013-09-02;4:53 PM;42;B;M;N;SUMMONED/CITED;Y;UNARMED;CLEARED BY ARREST;35.913258,-79.053462
30839;FAIL TO APPEAR/COMPL;150 E FRANKLIN ST;CHAPEL HILL;NC;27514;2013-09-02;11:04 AM;54;W;M;N;TAKEN INTO CUSTODY (WARRANT/LP);Y;UNARMED;ARREST/NO INVESTIGATION;35.913258,-79.053462
30840;CONCEALING MDSE/SHOPLIFTING;828 MARTIN LUTHER KING BLVD;CHAPEL HILL;NC;27514;2013-09-02;11:25 AM;19;W;F;N;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED;CLEARED BY ARREST;35.926893,-79.0529265
30842;FAIL TO APPEAR/COMPL;150 E ROSEMARY ST;CHAPEL HILL;NC;27514;2013-09-02;6:36 PM;61;B;M;N;TAKEN INTO CUSTODY (WARRANT/LP);Y;UNARMED;CLEARED BY ARREST;35.914838303,-79.054215869
30837;RESISTING ARREST;137 E FRANKLIN ST;CHAPEL HILL;NC;27514;2013-09-01;2:30 AM;21;B;M;;ON VIEW;Y;UNARMED;CLEARED BY ARREST;35.913694231,-79.054433926
30835;AFFRAY/ASSAULT & BATTERY;137 E FRANKLIN ST;CHAPEL HILL;NC;27514;2013-09-01;2:30 AM;23;B;M;N;ON VIEW;Y;UNARMED;CLEARED BY ARREST;35.913694231,-79.054433926
30836;AFFRAY/ASSAULT & BATTERY;137 E FRANKLIN ST;CHAPEL HILL;NC;27514;2013-09-01;2:30 AM;21;B;M;N;ON VIEW;Y;UNARMED;CLEARED BY ARREST;35.913694231,-79.054433926
30834;DAMAGE-REAL PROPERTY;1301 FORDHAM BLVD;CHAPEL HILL;NC;27517;2013-09-01;5:18 AM;37;W;M;N;ON VIEW;Y;UNARMED;CLEARED BY ARREST;35.934624,-79.02261
30831;IMPAIRED DRIVING DWI;DAVIE CIRCLE;CHAPEL HILL;NC;;2013-09-01;1:57 AM;30;W;M;N;ON VIEW;Y;UNARMED;CLEARED BY ARREST;35.91889,-79.0378
30833;IMPAIRED DRIVING DWI;15-501 NEAR OLD MASON FARM;CHAPEL HILL;NC;;2013-09-01;5:26 AM;43;W;M;H;ON VIEW;Y;UNARMED;CLEARED BY ARREST;35.895994644,-79.021679582
30828;HIT & RUN - PD;157 E ROSEMARY ST;CHAPEL HILL;NC;27514;2013-08-31;11:05 PM;19;A;F;;ON VIEW;N;UNARMED;CLEARED BY ARREST;35.914971162,-79.0540119
30826;2ND DEGREE TRESPASS;100 W FRANKLIN ST;CHAPEL HILL;NC;27514;2013-08-31;3:55 PM;62;W;M;;TAKEN INTO CUSTODY (WARRANT/LP);U;UNARMED;CLEARED BY ARREST;35.913093925,-79.056024223
30854;POSSESSION MARIJUANA;1100 NC 54;CHAPEL HILL;NC;27516;2013-08-31;4:47 AM;23;W;M;;SUMMONED/CITED;Y;UNARMED;CLEARED BY ARREST;35.900757,-79.066323
30824;DRIVING W/LIC REVOKED;MALLETTE STREET;CHAPEL HILL;NC;27514;2013-08-31;12:38 PM;29;W;F;N;SUMMONED/CITED;N;UNARMED;ARREST/NO INVESTIGATION;35.910486029,-79.058816877
30830;DISORDERLY CONDUCT;128 E FRANKLIN ST;CHAPEL HILL;NC;27514;2013-08-31;4:34 PM;48;B;M;N;ON VIEW;Y;UNARMED;CLEARED BY ARREST;35.913285,-79.0545915
30825;POSSESSION MARIJUANA;179 E FRANKLIN ST;CHAPEL HILL;NC;27514;2013-08-31;3:34 PM;42;B;M;N;SUMMONED/CITED;Y;UNARMED;CLEARED BY ARREST;35.914536,-79.053291
30822;BREAKING/ENTER-MISD;1641 MARTIN LUTHER KING JR BLVD;CHAPEL HILL;NC;27514;2013-08-31;6:54 AM;62;W;M;;SUMMONED/CITED;U;UNARMED;CLEARED BY ARREST;35.960931933,-79.057571786
30832;IMPAIRED DRIVING DWI;PERKINS DRIVE;CHAPEL HILL;NC;;2013-08-31;3:25 AM;27;B;M;N;ON VIEW;Y;UNARMED;CLEARED BY ARREST;35.967563782,-79.05809133
30823;BREAKING/ENTER-MISD;1641 MARTIN LUTHER KING JR BLVD;CHAPEL HILL;NC;27514;2013-08-31;6:54 AM;32;W;M;N;SUMMONED/CITED;;UNARMED;CLEARED BY ARREST;35.960931933,-79.057571786
30829;ASSAULT ON FEMALE;508 CRAIG ST;CHAPEL HILL;NC;27516;2013-08-31;7:30 PM;41;A;M;;ON VIEW;N;UNARMED;CLEARED BY ARREST;35.915256681,-79.064592976
30821;MISUSE OF PUBLIC SEATING;150 E FRANKLIN ST;CHAPEL HILL;NC;27514;2013-08-31;5:21 AM;34;B;M;;SUMMONED/CITED;U;UNARMED;CLEARED BY ARREST;35.913258,-79.053462
30827;UNDERAGE POSSESSION;425 HILLSBOROUGH ST;CHAPEL HILL;NC;27514;2013-08-31;10:58 PM;19;W;M;;ON VIEW;Y;UNARMED;CLEARED BY ARREST;35.920101909,-79.051727837
30820;CONSUME ALCOHOLIC BEVERAGE LESS THAN 21;206 W FRANKLIN ST;CHAPEL HILL;NC;27516;2013-08-31;3:09 AM;20;B;M;;SUMMONED/CITED;Y;UNARMED;CLEARED BY ARREST;35.912036283,-79.058754057
30817;ASSAULT ON FEMALE;1615 E FRANKLIN ST;CHAPEL HILL;NC;27514;2013-08-30;7:55 PM;55;B;M;N;ON VIEW;N;UNARMED;CLEARED BY ARREST;35.934611467,-79.029873967
30818;OPEN CONTAINER;100 N ROBERSON ST/W FRANKLIN ST;CHAPEL HILL;NC;27516;2013-08-30;11:55 PM;21;W;M;N;SUMMONED/CITED;Y;UNARMED;CLEARED BY ARREST;35.910261,-79.0632405
30815;DRUGS-MISD POSS;E FRANKLIN ST AND HILLSBOROUGH ST;CHAPEL HILL;NC;27514;2013-08-30;2:05 AM;24;W;M;N;ON VIEW;Y;UNARMED;CLEARED BY ARREST;35.915679,-79.04925
30819;2ND DEGREE TRESPASS;201 S ESTES DR;CHAPEL HILL;NC;27514;2013-08-30;11:23 PM;41;B;F;N;SUMMONED/CITED;Y;UNARMED;CLEARED BY ARREST;35.929737,-79.026858
30816;ASSAULT & BATTERY;100 BLOCK OF E FRANKLIN ST;CHAPEL HILL;NC;27514;2013-08-30;10:22 AM;30;B;M;;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED;ARREST/NO INVESTIGATION;35.912862,-79.0553025
30811;IMPAIRED DRIVING DWI;E FRANKLIN ST;CHAPEL HILL;NC;27514;2013-08-29;3:00 AM;30;W;M;N;ON VIEW;Y;UNARMED;CLEARED BY ARREST;35.924712923,-79.037941362
30813;B&E-VEHICLE;200 BLOCK OF BARCLAY RD;CHAPEL HILL;NC;27514;2013-08-29;2:11 PM;28;B;M;;ON VIEW;Y;UNARMED;CLEARED BY ARREST;35.929394925,-79.058653297
30812;COMMUNICATE THREATS;738 PRITCHARD AVE;CHAPEL HILL;NC;27516;2013-08-29;6:45 AM;33;B;F;N;SUMMONED/CITED;N;UNARMED;ARREST/NO INVESTIGATION;35.920120818,-79.061095204
30814;POSSESSION MARIJUANA;150 E FRANKLIN ST;CHAPEL HILL;NC;27514;2013-08-28;11:59 AM;42;W;M;;SUMMONED/CITED;Y;UNARMED;CLEARED BY ARREST;35.913258,-79.053462
30808;OPEN CONTAINER;100 BLOCK EAST ROSEMARY ST;CHAPEL HILL;NC;27516;2013-08-28;3:07 PM;23;B;M;N;SUMMONED/CITED;Y;UNARMED;CLEARED BY ARREST;35.914028047,-79.056199683
30810;ASSAULT-SIMPLE;109 E FRANKLIN ST;CHAPEL HILL;NC;27514;2013-08-28;7:13 PM;24;B;M;N;ON VIEW;Y;UNARMED;CLEARED BY ARREST;35.913398604,-79.055220268
30806;LARCENY -  ALL OTHER;111 NORTH ST;CHAPEL HILL;NC;27514;2013-08-28;3:37 AM;49;B;M;N;ON VIEW;U;UNARMED;CLEARED BY ARREST;35.916129,-79.056504
30809;1ST DEGREE TRESPASS;114 E FRANKLIN ST;CHAPEL HILL;NC;27514;2013-08-28;7:13 PM;42;B;M;N;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED;ARREST/NO INVESTIGATION;35.913328046,-79.055119948
30807;WARRANT FOR ARREST;BANKS DRIVE;CHAPEL HILL;NC;;2013-08-28;2:51 PM;30;W;M;;TAKEN INTO CUSTODY (WARRANT/LP);U;UNARMED;ARREST/NO INVESTIGATION;35.9627085,-79.055406
30805;MISUSE OF TOWN BUS STOP;150 E FRANKLIN ST;CHAPEL HILL;NC;27514;2013-08-27;5:29 AM;34;B;M;;SUMMONED/CITED;U;UNARMED;CLEARED BY ARREST;35.913258,-79.053462
30804;ASSAULT & BATTERY;222 BARCLAY RD;CHAPEL HILL;NC;27516;2013-08-27;2:33 AM;48;W;F;N;ON VIEW;Y;UNARMED;CLEARED BY ARREST;35.928397538,-79.061770482
30799;POSSESSION MARIJUANA;125 E FRANKLIN ST;CHAPEL HILL;NC;27514;2013-08-26;4:44 PM;31;B;M;N;ON VIEW;Y;UNARMED;CLEARED BY ARREST;35.913544941,-79.054821749
30803;OPEN CONTAINER;157 E FRANKLIN ST;CHAPEL HILL;NC;27514;2013-08-26;10:48 PM;33;W;M;N;ON VIEW;Y;UNARMED;CLEARED BY ARREST;35.913878381,-79.053952044
30800;WARRANT FOR ARREST;125 E FRANKLIN ST;CHAPEL HILL;NC;27514;2013-08-26;4:44 PM;42;B;M;N;TAKEN INTO CUSTODY (WARRANT/LP);U;UNARMED;CLEARED BY ARREST;35.913544941,-79.054821749
30802;WARRANT FOR ARREST;157 E FRANKLIN ST;CHAPEL HILL;NC;27514;2013-08-26;10:49 PM;46;B;M;N;TAKEN INTO CUSTODY (WARRANT/LP);Y;UNARMED;CLEARED BY ARREST;35.913878381,-79.053952044
30797;FAIL TO APPEAR/COMPL;100 STATESIDE DR;CHAPEL HILL;NC;27514;2013-08-26;2:07 PM;34;W;M;N;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED;ARREST/NO INVESTIGATION;35.955132331,-79.057340859
30798;DRUG PARAPHERNALIA;100 STATESIDE DR;CHAPEL HILL;NC;27514;2013-08-26;2:07 PM;28;W;F;N;SUMMONED/CITED;Y;UNARMED;CLEARED BY ARREST;35.955132331,-79.057340859
30801;LARCENY -  ALL OTHER;1501 E FRANKLIN ST;CHAPEL HILL;NC;27514;2013-08-26;7:12 PM;40;B;M;N;TAKEN INTO CUSTODY (WARRANT/LP);U;UNARMED;CLEARED BY ARREST;35.92971,-79.0345665
30790;AFFRAY/ASSAULT & BATTERY;149 E FRANKLIN ST;CHAPEL HILL;NC;27514;2013-08-25;4:37 AM;22;B;M;;ON VIEW;U;UNARMED;CLEARED BY ARREST;35.91381733,-79.054132798
30789;IMPAIRED DRIVING DWI;NC 54 E @ LITTLE JOHN RD;CHAPEL HILL;NC;27514;2013-08-25;4:54 AM;41;W;M;;ON VIEW;Y;UNARMED;CLEARED BY ARREST;35.902863,-79.001829
30796;IMPAIRED DRIVING DWI;NC 54 AT LITTLE JOHN ROAD;CHAPEL HILL;NC;;2013-08-25;1:15 AM;21;W;F;N;ON VIEW;Y;UNARMED;CLEARED BY ARREST;35.902863,-79.001829
30783;UNDERAGE POSSESSION  M;PRITCHARD AVE. AT CARR ST.;CHAPEL HILL;NC;;2013-08-25;1:22 AM;20;W;M;;SUMMONED/CITED;;UNARMED;CLEARED BY ARREST;35.915247,-79.0585605
30788;IMPAIRED DRIVING DWI;E ROSEMARY ST;CHAPEL HILL;NC;27514;2013-08-25;1:34 AM;29;W;F;N;ON VIEW;Y;UNARMED;CLEARED BY ARREST;35.916653461,-79.049489277
30794;IMPAIRED DRIVING DWI;HWY 54 E;CHAPEL HILL;NC;27517;2013-08-25;12:30 AM;28;W;M;N;ON VIEW;Y;UNARMED;CLEARED BY ARREST;35.896917742,-79.040914694
30785;UNDERAGE POSSESSION;100 BLOCK WEST CAMERON AVE;CHAPEL HILL;NC;27516;2013-08-25;12:40 AM;;;;;ON VIEW;Y;UNARMED;CLEARED BY ARREST;35.910758702,-79.054428139
30791;AFFRAY/ASSAULT & BATTERY;147 E FRANKLIN ST;CHAPEL HILL;NC;27514;2013-08-25;2:31 AM;27;W;M;;ON VIEW;Y;UNARMED;CLEARED BY ARREST;35.913788245,-79.05420397
30780;UNDERAGE POSSESSION  M;PRITCHARD AVE. AT CARR STREET;CHAPEL HILL;NC;27516;2013-08-25;1:22 AM;20;W;M;;SUMMONED/CITED;Y;UNARMED;CLEARED BY ARREST;35.915247,-79.0585605
30793;POSSESSION MARIJUANA;HWY 54 E;CHAPEL HILL;NC;27517;2013-08-25;3:00 AM;23;B;M;N;ON VIEW;Y;UNARMED;CLEARED BY ARREST;35.896917742,-79.040914694
30779;RESISTING ARREST  M;200 BLOCK OF CHURCH STREET;CHAPEL HILL;NC;27514;2013-08-25;1:00 AM;21;W;M;N;ON VIEW;Y;UNARMED;CLEARED BY ARREST;35.913240932,-79.058660207
30784;UNDERAGE POSSESSION  M;100 BLOCK OF CALDWELL STREET;CHAPEL HILL;NC;27514;2013-08-25;12:34 AM;20;B;M;;SUMMONED/CITED;Y;UNARMED;CLEARED BY ARREST;35.918388,-79.0592265
30792;ASSAULT & BATTERY;200 JAY ST;CHAPEL HILL;NC;27516;2013-08-25;9:30 AM;49;W;F;N;SUMMONED/CITED;U;UNARMED;CLEARED BY ARREST;35.919727679,-79.06627198
30778;UNDERAGE POSSESSION  M;CAMERON AVE AT PITTSBORO ST;CHAPEL HILL;NC;;2013-08-25;12:10 AM;18;W;M;N;SUMMONED/CITED;Y;UNARMED;CLEARED BY ARREST;35.910279,-79.0554915
30786;UNDERAGE POSSESSION;100 BLOCK WEST CAMERON AVE;CHAPEL HILL;NC;27516;2013-08-25;12:35 AM;19;W;F;N;SUMMONED/CITED;Y;UNARMED;CLEARED BY ARREST;35.910758702,-79.054428139
30766;UNDERAGE POSSESSION;CAMERON AVE @ MALLETTE ST;CHAPEL HILL;NC;27516;2013-08-24;12:08 AM;19;A;M;;SUMMONED/CITED;Y;UNARMED;CLEARED BY ARREST;35.909271,-79.0581015
30755;UNDERAGE POSSESSION  M;CAMERON AVENUE / PITTSBORO STREET;CHAPEL HILL;NC;27514;2013-08-24;1:42 AM;18;I;M;;SUMMONED/CITED;Y;UNARMED;CLEARED BY ARREST;35.910279,-79.0554915
30757;UNDERAGE POSSESSION  M;504 COTTON ST;CHAPEL HILL;NC;27516;2013-08-24;2:07 AM;19;W;M;;SUMMONED/CITED;Y;UNARMED;CLEARED BY ARREST;35.915271192,-79.062508148
30772;DRUNK / DISRUPTIVE;100 W FRANKLIN ST;CHAPEL HILL;NC;27516;2013-08-24;8:29 PM;48;B;M;N;TAKEN INTO CUSTODY (WARRANT/LP);Y;UNARMED;CLEARED BY ARREST;35.913093925,-79.056024223
30774;UNDERAGE POSSESSION  M;CAMERON @ PITTSBORO;CHAPEL HILL;NC;;2013-08-24;1:10 AM;20;W;F;;SUMMONED/CITED;Y;UNARMED;CLEARED BY ARREST;35.910279,-79.0554915
30767;UNDERAGE POSSESSION;CHURCH ST @ MCDADE ST;CHAPEL HILL;NC;27516;2013-08-24;12:14 AM;20;W;M;;SUMMONED/CITED;Y;UNARMED;CLEARED BY ARREST;35.91585,-79.0602615
30760;POSSESSION MARIJUANA;PUZZLE ALLEY (FRANKLIN STREET);CHAPEL HILL;NC;;2013-08-24;12:42 AM;22;W;M;;SUMMONED/CITED;Y;UNARMED;CLEARED BY ARREST;35.924712923,-79.037941362
30758;UNDERAGE POSSESSION  M;COLUMBIA STREET / CAMERON AVENUE;CHAPEL HILL;NC;;2013-08-24;12:51 AM;19;B;M;;SUMMONED/CITED;Y;UNARMED;CLEARED BY ARREST;35.91072,-79.0543395
30761;UNDERAGE POSSESSION;CAMERON AVE @ MALLETTE ST;CHAPEL HILL;NC;27516;2013-08-24;12:15 AM;19;A;F;N;SUMMONED/CITED;Y;UNARMED;CLEARED BY ARREST;35.909271,-79.0581015
30764;UNDERAGE POSSESSION;CAMERON AVE @ MALLETTE ST;CHAPEL HILL;NC;27516;2013-08-24;12:08 AM;19;A;M;;SUMMONED/CITED;Y;UNARMED;CLEARED BY ARREST;35.909271,-79.0581015
30771;IMPAIRED DRIVING DWI;FORDHAM BLVD AND EUROPA DR;CHAPEL HILL;NC;27514;2013-08-24;5:07 AM;19;W;M;H;ON VIEW;Y;UNARMED;CLEARED BY ARREST;35.94195,-79.0181775
30770;UNDERAGE POSSESSION  M;CAMERON AVENUE / PITTSBORO STREET;CHAPEL HILL;NC;27514;2013-08-24;1:25 AM;18;W;F;;SUMMONED/CITED;Y;UNARMED;CLEARED BY ARREST;35.910279,-79.0554915
30782;OPEN CONTAINER  M;100 BLOCK OF CALDWELL STREET;CHAPEL HILL;NC;27514;2013-08-24;11:25 AM;21;W;F;;SUMMONED/CITED;Y;UNARMED;CLEARED BY ARREST;35.918388,-79.0592265
30752;UNDERAGE POSSESSION  M;CAMERON AVENUE / PITTSBORO STREET;CHAPEL HILL;NC;;2013-08-24;1:29 AM;18;A;F;;SUMMONED/CITED;Y;UNARMED;CLEARED BY ARREST;35.910279,-79.0554915
30768;OPEN CONTAINER;DAWSON PL;CHAPEL HILL;NC;27516;2013-08-24;12:28 AM;45;B;M;N;SUMMONED/CITED;Y;UNARMED;CLEARED BY ARREST;35.891050862,-79.230098281
30762;UNDERAGE POSSESSION;CAMERON AVE @ MALLETTE ST;CHAPEL HILL;NC;27516;2013-08-24;12:15 AM;18;A;M;;SUMMONED/CITED;Y;UNARMED;CLEARED BY ARREST;35.909271,-79.0581015
30763;UNDERAGE POSSESSION;CAMERON AVE @ MALLETTE ST;CHAPEL HILL;NC;27516;2013-08-24;12:15 AM;19;A;M;;SUMMONED/CITED;Y;UNARMED;CLEARED BY ARREST;35.909271,-79.0581015
30777;UNDERAGE POSSESSION  M;CALDWELL ST @ N. COLUMBIA;CHAPEL HILL;NC;27514;2013-08-24;11:37 AM;20;W;F;N;SUMMONED/CITED;Y;UNARMED;CLEARED BY ARREST;35.918289,-79.0589205
30756;OPEN CONTAINER  M;CHURCH ST @ ROSEMARY ST;CHAPEL HILL;NC;;2013-08-24;12:22 AM;23;W;M;;SUMMONED/CITED;Y;UNARMED;CLEARED BY ARREST;35.913159,-79.058682
30759;UNDERAGE POSSESSION  M;321 W CAMERON AVE/MALLETTE ST;CHAPEL HILL;NC;;2013-08-24;12:08 AM;19;A;M;N;SUMMONED/CITED;Y;UNARMED;CLEARED BY ARREST;35.909271,-79.0581015
30775;UNDERAGE POSSESSION  M;N. COLUMBIA @ CAMERON AVE.;CHAPEL HILL;NC;;2013-08-24;12:50 AM;18;W;M;;SUMMONED/CITED;Y;UNARMED;CLEARED BY ARREST;35.91072,-79.0543395
30776;UNDERAGE POSSESSION  M;CAMERON @ PITTSBORO;CHAPEL HILL;NC;;2013-08-24;1:39 AM;;;;;SUMMONED/CITED;Y;UNARMED;CLEARED BY ARREST;35.910279,-79.0554915
30795;OPEN CONTAINER  M;CALDWELL STREET / COLUMBIA STREET;CHAPEL HILL;NC;27514;2013-08-24;11:26 PM;21;W;M;;SUMMONED/CITED;Y;UNARMED;CLEARED BY ARREST;35.918289,-79.0589205
30773;IMPAIRED DRIVING DWI;HWY 54 W AND OTEYS RD;CHAPEL HILL;NC;27514;2013-08-24;1:51 AM;64;B;M;N;ON VIEW;Y;UNARMED;CLEARED BY ARREST;35.896014,-79.045839
30781;UNDERAGE POSSESSION  M;100 BLOCK OF CHURCH STREET;CHAPEL HILL;NC;27514;2013-08-24;11:25 PM;18;A;F;N;ON VIEW;Y;UNARMED;CLEARED BY ARREST;35.912332302,-79.058121041
30746;MARIJUANA-MISD POSS;100 MILTON AVE;CHAPEL HILL;NC;27514;2013-08-23;2:44 AM;21;B;M;;SUMMONED/CITED;Y;UNARMED;CLEARED BY ARREST;35.936403125,-79.027030256
30751;DRIVING W/LIC REVOKED;108 E FRANKLIN ST;CHAPEL HILL;NC;27514;2013-08-23;9:00 PM;25;A;M;N;SUMMONED/CITED;Y;UNARMED;CLEARED BY ARREST;35.912817,-79.05519
30754;OPEN CONTAINER  M;208 PRITCHARD AVE;CHAPEL HILL;NC;;2013-08-23;11:41 PM;22;B;M;N;SUMMONED/CITED;Y;UNARMED;CLEARED BY ARREST;35.914139193,-79.057878314
30742;UNDERAGE POSSESSION  M;CHURCHT STREET / SHORT STREET;CHAPEL HILL;NC;27514;2013-08-23;12:03 AM;20;W;F;N;SUMMONED/CITED;Y;UNARMED;CLEARED BY ARREST;35.914005,-79.0591725
30753;OPEN CONTAINER  M;101 ISLEY ST;CHAPEL HILL;NC;27278;2013-08-23;11:00 PM;27;W;M;;SUMMONED/CITED;Y;UNARMED;CLEARED BY ARREST;35.918703,-79.059024
30769;UNDERAGE POSSESSION;COLUMBIA AVE.;CHAPEL HILL;NC;27514;2013-08-23;11:25 PM;20;W;F;N;SUMMONED/CITED;Y;UNARMED;CLEARED BY ARREST;35.903156484,-79.055890126
30747;OPEN CONTAINER;E FRANKLIN ST (NEAR S COLUMBIA);CHAPEL HILL;NC;27514;2013-08-23;3:51 AM;26;B;M;N;SUMMONED/CITED;Y;UNARMED;CLEARED BY ARREST;35.924712923,-79.037941362
30765;OPEN CONTAINER;208 PRITCHARD AVE;CHAPEL HILL;NC;27516;2013-08-23;11:35 PM;23;A;F;;SUMMONED/CITED;Y;UNARMED;CLEARED BY ARREST;35.914139193,-79.057878314
30748;SPEEDING TO ELUDE ARREST;125 W FRANKLIN ST;CHAPEL HILL;NC;27516;2013-08-23;4:26 AM;20;W;M;N;ON VIEW;U;UNARMED;CLEARED BY ARREST;35.911314,-79.057773
30749;POSSESSION MARIJUANA;400 W FRANKLIN ST;CHAPEL HILL;NC;27516;2013-08-23;4:34 AM;27;W;M;;ON VIEW;Y;UNARMED;CLEARED BY ARREST;35.911271231,-79.060735529
30740;MISUSE OF PUBLIC SEATING;150 E FRANKLIN ST;CHAPEL HILL;NC;27514;2013-08-22;6:42 AM;34;B;M;;SUMMONED/CITED;U;UNARMED;CLEARED BY ARREST;35.913258,-79.053462
30745;OPEN CONTAINER  M;PRITCHARD AVE @ SHORT STREET;CHAPEL HILL;NC;;2013-08-22;11:06 AM;22;W;M;;SUMMONED/CITED;Y;UNARMED;CLEARED BY ARREST;35.914437,-79.05807
30741;DRUG PARAPHERNALIA;401 W FRANKLIN ST;CHAPEL HILL;NC;27516;2013-08-22;4:30 PM;48;B;M;N;ON VIEW;Y;UNARMED;CLEARED BY ARREST;35.911107,-79.0605855
30743;OPEN CONTAINER  M;NORTH COLUMBIA STREET / CADLWELL  STREET;CHAPEL HILL;NC;27514;2013-08-22;10:38 PM;21;I;M;;SUMMONED/CITED;Y;UNARMED;CLEARED BY ARREST;35.918289,-79.0589205
30744;OPEN CONTAINER  M;N. COLUMBAI @ CALDWELL STREEET;CHAPEL HILL;NC;;2013-08-22;11:38 AM;21;W;M;N;SUMMONED/CITED;Y;UNARMED;CLEARED BY ARREST;35.918289,-79.0589205
30739;CONSUME ALCOHOLIC BEVERAGE LESS THAN 21;125 NORTH ST;CHAPEL HILL;NC;27514;2013-08-22;3:35 AM;18;W;M;N;SUMMONED/CITED;Y;UNARMED;CLEARED BY ARREST;35.915919851,-79.055192986
30750;OPEN CONTAINER;220 W ROSEMARY ST;CHAPEL HILL;NC;27516;2013-08-22;9:28 PM;46;B;M;N;TAKEN INTO CUSTODY (WARRANT/LP);Y;UNARMED;CLEARED BY ARREST;35.913447,-79.05861
30738;SLEEPING ON BENCH  M;W ROSEMARY ST (NEAR KEYS);CHAPEL HILL;NC;27514;2013-08-22;2:04 AM;40;B;F;N;SUMMONED/CITED;Y;UNARMED;CLEARED BY ARREST;35.912221991,-79.061117924
30736;FAKE ID;130 CARR ST/PRITCHARD AVE;CHAPEL HILL;NC;27516;2013-08-21;1:43 AM;19;W;M;N;SUMMONED/CITED;Y;UNARMED;CLEARED BY ARREST;35.915247,-79.0585605
30737;SLEEPING ON PUBLIC BENCH;206 W FRANKLIN ST;CHAPEL HILL;NC;27516;2013-08-21;7:30 AM;24;B;M;N;SUMMONED/CITED;Y;UNARMED;ARREST/NO INVESTIGATION;35.912036283,-79.058754057
30735;2ND DEGREE TRESPASS;143 W FRANKLIN ST;CHAPEL HILL;NC;27514;2013-08-20;4:47 PM;35;B;M;N;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED;ARREST/NO INVESTIGATION;35.911782,-79.0578765
30734;PROBATION VIOLATION;99 S ELLIOTT RD;CHAPEL HILL;NC;27514;2013-08-20;2:15 PM;55;B;M;;TAKEN INTO CUSTODY (WARRANT/LP);Y;UNARMED;ARREST/NO INVESTIGATION;35.933605889,-79.028104581
30732;DRUG PARAPHERNALIA;MARTIN LUTHER KING JR BLVD AND PINE MOUNTAIN RD;CHAPEL HILL;NC;27514;2013-08-20;1:45 AM;21;W;M;H;SUMMONED/CITED;Y;UNARMED;CLEARED BY ARREST;35.939313,-79.0569585
30733;ASSAULT ON FEMALE;515 EDISTO CT;CHAPEL HILL;NC;27514;2013-08-20;7:00 AM;45;A;M;;SUMMONED/CITED;N;UNARMED;CLEARED BY ARREST;35.961839278,-79.052250639
